"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"G6pdx",2.71352454464198e-42,0.454274604163332,0.465,0.395,4.66563410205742e-38,"6","G6pdx"
"Cyb5r4",2.97684289971273e-42,0.401447429041574,0.584,0.556,5.11838368176606e-38,"6","Cyb5r4"
"Bin21",2.37936125293925e-41,0.361230196371364,0.528,0.457,4.09107373830374e-37,"6","Bin2"
"Myadm1",1.23704517228679e-40,0.421588617008282,0.632,0.605,2.1269754692299e-36,"6","Myadm"
"Cdk2ap21",1.60716966282291e-40,0.28780946662339,0.677,0.658,2.76336751825771e-36,"6","Cdk2ap2"
"Rnasel1",3.91879414896011e-40,0.380240863426081,0.561,0.495,6.73797465972201e-36,"6","Rnasel"
"Fgr1",2.41608152151991e-39,0.334081258598032,0.561,0.486,4.15421056810133e-35,"6","Fgr"
"Ssh21",3.97779391836248e-39,0.377994444984215,0.427,0.322,6.83941886323244e-35,"6","Ssh2"
"Gm14005",1.18508324445806e-38,0.34578254144369,0.338,0.227,2.03763213052118e-34,"6","Gm14005"
"Add3",5.56002439428452e-38,0.46509382465096,0.437,0.37,9.55990594353281e-34,"6","Add3"
"Ppp1r12a",8.1092938816144e-38,0.339162878365859,0.59,0.555,1.39431199000478e-33,"6","Ppp1r12a"
"Kdm6b1",2.61240479785898e-37,0.384831225342266,0.443,0.359,4.49176880943873e-33,"6","Kdm6b"
"Ikzf1",7.76649956539496e-37,0.412478656014661,0.442,0.366,1.33537193527401e-32,"6","Ikzf1"
"Rab6a",2.23239309837686e-36,0.349262863464569,0.594,0.571,3.83837669334917e-32,"6","Rab6a"
"Tnrc6b1",3.75138231057866e-36,0.382099210909846,0.477,0.411,6.45012674480894e-32,"6","Tnrc6b"
"Prkcb1",4.20378054548611e-36,0.360284066107145,0.37,0.265,7.22798026990882e-32,"6","Prkcb"
"Sh3bp5",1.19239371808756e-35,0.418029059089718,0.374,0.277,2.05020175887976e-31,"6","Sh3bp5"
"Pbxip11",1.32952194700408e-35,0.28269692789961,0.643,0.58,2.28598003567882e-31,"6","Pbxip1"
"Rab24",5.01561495534434e-35,0.315839948015381,0.592,0.562,8.62384835421905e-31,"6","Rab24"
"Stk10",5.15982211069685e-35,0.384541563248468,0.399,0.313,8.87179813713217e-31,"6","Stk10"
"4930523C07Rik",1.3796218197329e-34,0.338137493421309,0.308,0.204,2.37212175684875e-30,"6","4930523C07Rik"
"Rassf3",1.50357192028553e-34,0.408607632548682,0.524,0.471,2.58524155973894e-30,"6","Rassf3"
"B430306N03Rik1",3.81522685640296e-34,0.339263253416322,0.433,0.343,6.55990105689925e-30,"6","B430306N03Rik"
"Msl1",7.52016281124437e-34,0.372717869849057,0.549,0.525,1.29301679376536e-29,"6","Msl1"
"Notch12",1.3647577995254e-33,0.30091343902758,0.639,0.581,2.34656456050397e-29,"6","Notch1"
"Kctd201",2.82938022340845e-33,0.353604032182107,0.421,0.341,4.86483635612848e-29,"6","Kctd20"
"Lrrfip11",7.80954028550842e-33,0.271422024309223,0.677,0.667,1.34277235669032e-28,"6","Lrrfip1"
"Mir142hg1",9.94464893207056e-33,0.336042588260321,0.379,0.285,1.70988293738021e-28,"6","Mir142hg"
"Vamp5",1.45769735941488e-31,0.25265921820264,0.309,0.199,2.50636483977794e-27,"6","Vamp5"
"Hcst2",1.68173861798327e-31,0.330509462345294,0.526,0.467,2.89158137976043e-27,"6","Hcst"
"Snrk",6.735363487592e-31,0.375272163477041,0.348,0.261,1.15807839805657e-26,"6","Snrk"
"Celf21",7.95795396244193e-31,0.320214635829524,0.627,0.614,1.36829060430226e-26,"6","Celf2"
"Tmem40",9.73112260928455e-31,0.289153070306944,0.273,0.175,1.67316922144039e-26,"6","Tmem40"
"Fis1",2.36711163428234e-30,0.250804699468274,0.676,0.698,4.07001174398505e-26,"6","Fis1"
"Hopx",2.57184889294985e-30,0.369288340078214,0.299,0.208,4.42203698653798e-26,"6","Hopx"
"Arid3a",2.86268084271601e-30,0.352192305135938,0.485,0.432,4.92209344096591e-26,"6","Arid3a"
"Zfp516",3.52114315021012e-30,0.404783158349914,0.432,0.369,6.05425353247128e-26,"6","Zfp516"
"Pfkfb4",6.66808666236451e-30,0.284920318128549,0.305,0.208,1.14651082072695e-25,"6","Pfkfb4"
"Arhgap4",7.7906429707544e-30,0.293751301354453,0.283,0.19,1.33952315239151e-25,"6","Arhgap4"
"Chd71",8.81651922404809e-30,0.317720813033998,0.496,0.439,1.51591231538283e-25,"6","Chd7"
"Ccdc125",1.35664262173083e-29,0.277978941123262,0.252,0.159,2.33261132380399e-25,"6","Ccdc125"
"Fes1",1.78262421317339e-29,0.318148212062182,0.556,0.538,3.06504407213033e-25,"6","Fes"
"Grk2",6.27902970024972e-29,0.299931166560751,0.65,0.659,1.07961636666094e-24,"6","Grk2"
"Hk31",8.09623610068237e-29,0.320121746623343,0.451,0.375,1.39206683515133e-24,"6","Hk3"
"St3gal5",8.54835967106012e-29,0.386386452859173,0.314,0.227,1.46980496184208e-24,"6","St3gal5"
"Ppp1r181",1.16869216793062e-28,0.289024229560694,0.64,0.639,2.00944931353992e-24,"6","Ppp1r18"
"Fam111a",1.45379385764841e-28,0.341177523083448,0.527,0.476,2.49965315884068e-24,"6","Fam111a"
"Cib2",5.06531671630751e-28,0.293046324338408,0.308,0.219,8.70930556201914e-24,"6","Cib2"
"Ankrd441",5.62762363742746e-28,0.318664737025465,0.478,0.409,9.67613608219277e-24,"6","Ankrd44"
"Mbd21",8.10183889504003e-28,0.288263529718995,0.629,0.633,1.39303017961318e-23,"6","Mbd2"
"Aatk",1.55323657849391e-27,0.330294634136155,0.259,0.17,2.67063497306243e-23,"6","Aatk"
"Zfp361",6.29891106750876e-27,0.308509569909712,0.632,0.602,1.08303476894746e-22,"6","Zfp36"
"Cast",1.31221875949442e-26,0.294356828190189,0.59,0.586,2.2562289350747e-22,"6","Cast"
"Nbeal2",1.32838826401325e-26,0.287823450474935,0.321,0.236,2.28403078114438e-22,"6","Nbeal2"
"Rlf1",3.51021794008954e-26,0.321930961211799,0.421,0.355,6.03546872618996e-22,"6","Rlf"
"Tmem1541",7.40353038505682e-26,0.278889881603658,0.653,0.618,1.27296301440667e-21,"6","Tmem154"
"Pilra1",8.1277346317238e-26,0.334340511425154,0.451,0.38,1.39748269257859e-21,"6","Pilra"
"Stxbp2",8.19430005515457e-26,0.328772468627259,0.561,0.573,1.40892795148328e-21,"6","Stxbp2"
"Prkab1",1.18772661206253e-25,0.275742064875497,0.266,0.181,2.04217713678032e-21,"6","Prkab1"
"Nadk1",2.06378201571288e-25,0.365151297561055,0.501,0.481,3.54846679781673e-21,"6","Nadk"
"Unc119",3.40886597076204e-25,0.319409554603173,0.502,0.463,5.86120415012826e-21,"6","Unc119"
"Map4k2",5.23470590787421e-25,0.273519566804857,0.308,0.225,9.00055333799891e-21,"6","Map4k2"
"Usp32",5.51101518906199e-25,0.360950525457757,0.305,0.229,9.47563951607318e-21,"6","Usp32"
"Kdm5b",1.63006807700484e-24,0.291802673425821,0.306,0.22,2.80273905160212e-20,"6","Kdm5b"
"Btg21",2.18662436893167e-24,0.262390885738968,0.519,0.458,3.75968193994112e-20,"6","Btg2"
"Agpat2",2.38052510294734e-23,0.344164045551831,0.346,0.281,4.09307486200765e-19,"6","Agpat2"
"Ddx6",3.37770907460947e-23,0.269012346049863,0.674,0.671,5.80763298288353e-19,"6","Ddx6"
"Arhgap301",3.91205072254566e-23,0.259994638887081,0.65,0.657,6.72638001234501e-19,"6","Arhgap30"
"Il6ra1",5.19058490161584e-23,0.308280304668688,0.4,0.331,8.92469167983827e-19,"6","Il6ra"
"Golim4",1.00697745792872e-22,0.371277861760406,0.276,0.204,1.73139704116264e-18,"6","Golim4"
"Spn1",1.04963537027083e-22,0.304917379907617,0.279,0.199,1.80474305564366e-18,"6","Spn"
"Osbpl9",1.91227056859327e-22,0.277138786226657,0.556,0.553,3.28795801563927e-18,"6","Osbpl9"
"Akna",9.64037079418921e-22,0.321967157276365,0.347,0.285,1.65756535435289e-17,"6","Akna"
"Hjurp",1.29867775731925e-21,0.293007988563487,0.32,0.248,2.23294653593471e-17,"6","Hjurp"
"Nt5c2",1.369205471591e-21,0.31319953227879,0.299,0.23,2.35421188785357e-17,"6","Nt5c2"
"Dbnl1",2.4805833292048e-21,0.301204663758182,0.529,0.521,4.26511497623473e-17,"6","Dbnl"
"Nedd9",1.05221580886383e-20,0.315065528458095,0.332,0.269,1.80917986176047e-16,"6","Nedd9"
"Dock5",1.3972149925624e-20,0.251791750410961,0.275,0.199,2.4023714582118e-16,"6","Dock5"
"Clec5a1",2.66182208784695e-20,0.30178501856053,0.467,0.43,4.57673689784404e-16,"6","Clec5a"
"Rnf167",2.98121641685804e-20,0.284293470332466,0.308,0.237,5.12590350714571e-16,"6","Rnf167"
"Svil",3.96569031838546e-20,0.327237767947819,0.483,0.463,6.81860793343195e-16,"6","Svil"
"Xbp11",5.26806061242062e-20,0.263292792223282,0.692,0.689,9.05790341699601e-16,"6","Xbp1"
"Mtmr3",1.09764381647523e-19,0.314768162170659,0.433,0.408,1.88728877804752e-15,"6","Mtmr3"
"I830077J02Rik",1.12881716377609e-19,0.267474281029604,0.27,0.2,1.94088823139661e-15,"6","I830077J02Rik"
"Slc16a31",1.14461381650827e-19,0.350304647210518,0.516,0.495,1.96804899610432e-15,"6","Slc16a3"
"Rb1cc1",1.62216813862782e-19,0.320616672969019,0.487,0.483,2.78915589755667e-15,"6","Rb1cc1"
"Gyg",4.17602267912756e-19,0.279111000393491,0.55,0.553,7.18025339449192e-15,"6","Gyg"
"Mfsd61",8.02358925083547e-19,0.265020338357545,0.281,0.207,1.37957593578865e-14,"6","Mfsd6"
"Ogfrl11",2.65069863551835e-18,0.269359550477111,0.499,0.469,4.55761123391025e-14,"6","Ogfrl1"
"Pnpla8",4.91589095489197e-18,0.30227000707337,0.428,0.408,8.45238290784125e-14,"6","Pnpla8"
"Abca7",6.29455408208559e-18,0.340566545419633,0.343,0.297,1.0822856288738e-13,"6","Abca7"
"Pstpip11",1.18983669107067e-17,0.254648993180356,0.525,0.522,2.04580520662691e-13,"6","Pstpip1"
"Sidt2",1.23044317736873e-17,0.271747602693601,0.582,0.604,2.1156239991678e-13,"6","Sidt2"
"Gcnt21",1.28481902493846e-17,0.332518078199612,0.35,0.298,2.2091178314792e-13,"6","Gcnt2"
"Rhog",1.32095393208815e-17,0.258089405294655,0.584,0.618,2.27124819083237e-13,"6","Rhog"
"Rin31",3.85097025646243e-17,0.28704559133001,0.448,0.422,6.62135825896151e-13,"6","Rin3"
"Tbc1d8",1.24958042541492e-16,0.25141422872533,0.253,0.191,2.14852858345841e-12,"6","Tbc1d8"
"Grk6",2.44242012448155e-16,0.299580734454677,0.317,0.27,4.19949716203358e-12,"6","Grk6"
"Mfsd14b",3.13332188557178e-16,0.348152370459884,0.433,0.427,5.38743365005213e-12,"6","Mfsd14b"
"AI467606",7.7437499106199e-16,0.298789910999715,0.324,0.272,1.33146035963199e-11,"6","AI467606"
"Gsdme1",1.40032138354637e-15,0.258704709226448,0.334,0.276,2.40771258686963e-11,"6","Gsdme"
"Zdhhc18",2.06574076242414e-15,0.263370107371234,0.32,0.269,3.55183466691206e-11,"6","Zdhhc18"
"Fosl2",3.32392383761363e-15,0.310718769867578,0.396,0.365,5.71515464639287e-11,"6","Fosl2"
"Raf11",3.50792015750092e-15,0.257300674006625,0.433,0.408,6.03151791880709e-11,"6","Raf1"
"Dennd5a",9.17242920142925e-15,0.272290703163755,0.427,0.417,1.57710747689375e-10,"6","Dennd5a"
"Ppt11",1.04585641808599e-14,0.268954005529558,0.533,0.547,1.79824552525704e-10,"6","Ppt1"
"Lmo4",3.05499463816931e-14,0.314658311255072,0.457,0.442,5.25275778086832e-10,"6","Lmo4"
"Rinl",5.43014691674115e-14,0.26584827152732,0.378,0.351,9.33659460864473e-10,"6","Rinl"
"Rab11fip1",1.07092631249175e-13,0.278344684656651,0.299,0.25,1.84135070169832e-09,"6","Rab11fip1"
"Slc38a21",1.35578498787917e-13,0.275497265882856,0.446,0.435,2.33113670815945e-09,"6","Slc38a2"
"Arhgap91",1.57207003943842e-13,0.280518114222067,0.532,0.572,2.70301722581043e-09,"6","Arhgap9"
"Map4k4",1.6516928858385e-13,0.26956013772263,0.504,0.522,2.83992074791072e-09,"6","Map4k4"
"Cdc42se1",1.94670144525163e-13,0.27590852660827,0.53,0.574,3.34715846496565e-09,"6","Cdc42se1"
"Cmtm61",4.91647804842633e-13,0.268575521459901,0.507,0.526,8.45339235646423e-09,"6","Cmtm6"
"Tle3",8.57710237684869e-13,0.288265996057252,0.434,0.432,1.47474698267536e-08,"6","Tle3"
"Sp110",2.32632581638755e-12,0.298977912729157,0.329,0.306,3.99988460869676e-08,"6","Sp110"
"Cklf",3.15574099851209e-12,0.27163477443674,0.4,0.39,5.42598107284169e-08,"6","Cklf"
"Tcn2",7.29396450824788e-12,0.270238614001495,0.405,0.402,1.25412425754814e-07,"6","Tcn2"
"Ppp1r15b",7.30599956713863e-12,0.27733645876205,0.421,0.422,1.25619356557382e-07,"6","Ppp1r15b"
"Hck",9.67955916101815e-12,0.27760628554209,0.365,0.346,1.66430340214546e-07,"6","Hck"
"Pdlim71",1.77517945849742e-11,0.253946569707834,0.326,0.286,3.05224356094046e-07,"6","Pdlim7"
"Rnf11",3.07874573155881e-11,0.295829241939192,0.387,0.385,5.29359541084222e-07,"6","Rnf11"
"Gmip",3.9476451672947e-11,0.267932300765081,0.311,0.283,6.7875811006465e-07,"6","Gmip"
"Agl",9.28721557340599e-11,0.277043703645477,0.353,0.335,1.59684384569143e-06,"6","Agl"
"Nudt41",2.67884818914193e-10,0.273079419759936,0.449,0.461,4.60601157641064e-06,"6","Nudt4"
"Klhl2",4.26661341836367e-10,0.28167132030998,0.269,0.234,7.33601511153449e-06,"6","Klhl2"
"Vcl",8.14030029468895e-10,0.277616512012482,0.28,0.253,1.39964323266882e-05,"6","Vcl"
"Msmo1",1.78426131451958e-09,0.26704443311284,0.448,0.46,3.06785890418497e-05,"6","Msmo1"
"Arl2bp",3.74870534893547e-09,0.29016760971943,0.339,0.338,6.44552397695964e-05,"6","Arl2bp"
"Gucd1",4.3297362504415e-09,0.264589253826366,0.254,0.223,7.44454850900912e-05,"6","Gucd1"
"Rps6ka1",8.24823617107238e-09,0.265345062958349,0.423,0.452,0.000141820172725418,"6","Rps6ka1"
"F2rl21",2.1922422814579e-07,0.31441213312404,0.281,0.262,0.00376934137873871,"6","F2rl2"
"Pbx2",8.91219084303095e-07,0.267023882170353,0.365,0.378,0.0153236209355074,"6","Pbx2"
"Fbxo9",2.93124802771141e-06,0.261346479813516,0.3,0.299,0.05039987858847,"6","Fbxo9"
"Xpo6",7.70398801896073e-06,0.270068233463545,0.329,0.339,0.132462369998011,"6","Xpo6"
"Cpne3",0.0014203423501275,0.258053042801283,0.4,0.465,1,"6","Cpne3"
"Stmn1",0,1.45941604029071,0.978,0.224,0,"7","Stmn1"
"Mki67",0,1.37105901399457,0.923,0.187,0,"7","Mki67"
"Top2a",0,1.28120687076243,0.819,0.108,0,"7","Top2a"
"Pclaf",0,1.24484197517321,0.86,0.089,0,"7","Pclaf"
"Ube2c",0,1.20137709517472,0.715,0.085,0,"7","Ube2c"
"Tubb51",0,1.17436284080664,0.995,0.677,0,"7","Tubb5"
"Tuba1b",0,1.10992354188947,0.997,0.613,0,"7","Tuba1b"
"Birc5",0,1.07696121827824,0.801,0.091,0,"7","Birc5"
"Cenpf",0,1.03047520338023,0.66,0.051,0,"7","Cenpf"
"Smc2",0,0.999497538785842,0.891,0.156,0,"7","Smc2"
"Hist1h2ap",0,0.929157613444203,0.633,0.161,0,"7","Hist1h2ap"
"H2afz",0,0.89651043981371,0.997,0.835,0,"7","H2afz"
"Prc1",0,0.893737065004126,0.683,0.067,0,"7","Prc1"
"Cdca3",0,0.869417936322496,0.761,0.088,0,"7","Cdca3"
"Tpx2",0,0.850619184860239,0.802,0.104,0,"7","Tpx2"
"Rrm1",0,0.848123717509875,0.9,0.16,0,"7","Rrm1"
"Smc4",0,0.828423899787887,0.93,0.395,0,"7","Smc4"
"Cdca8",0,0.825970133227284,0.82,0.133,0,"7","Cdca8"
"Tubb4b",0,0.817740135781784,0.94,0.465,0,"7","Tubb4b"
"Cenpe",0,0.815873361881987,0.727,0.069,0,"7","Cenpe"
"Nusap1",0,0.804297412156104,0.646,0.052,0,"7","Nusap1"
"Ube2s",0,0.80042047779788,0.966,0.528,0,"7","Ube2s"
"Cenpa",0,0.795009000977717,0.811,0.287,0,"7","Cenpa"
"Nucks1",0,0.784302181428207,0.99,0.563,0,"7","Nucks1"
"Ccna2",0,0.74919086795647,0.739,0.055,0,"7","Ccna2"
"Cks1b",0,0.744506607837187,0.853,0.187,0,"7","Cks1b"
"Selenoh",0,0.739546321937583,0.895,0.279,0,"7","Selenoh"
"Ptma",0,0.738459699227864,1,0.848,0,"7","Ptma"
"Cdk1",0,0.732893696951039,0.775,0.125,0,"7","Cdk1"
"Mrc12",0,0.713116397615444,0.854,0.282,0,"7","Mrc1"
"Atad2",0,0.70922445498179,0.843,0.22,0,"7","Atad2"
"Racgap1",0,0.687453073855861,0.743,0.08,0,"7","Racgap1"
"Gm42031",0,0.683555116694426,0.78,0.25,0,"7","Gm42031"
"Tmpo",0,0.678270012984317,0.917,0.345,0,"7","Tmpo"
"Nap1l1",0,0.673451243388814,0.985,0.596,0,"7","Nap1l1"
"Rrm2",0,0.665325937330866,0.648,0.063,0,"7","Rrm2"
"Hist1h1b",0,0.659587084664859,0.532,0.066,0,"7","Hist1h1b"
"Cks2",0,0.652329355862713,0.806,0.228,0,"7","Cks2"
"Mcm3",0,0.647298082385192,0.749,0.157,0,"7","Mcm3"
"Kif23",0,0.64699280775165,0.727,0.107,0,"7","Kif23"
"Hmmr",0,0.64389266480583,0.644,0.049,0,"7","Hmmr"
"Dek",0,0.640343693555609,0.966,0.536,0,"7","Dek"
"Ccnb2",0,0.639463105204116,0.637,0.072,0,"7","Ccnb2"
"Ran",0,0.636558693983709,0.994,0.655,0,"7","Ran"
"Ccnb1",0,0.635443709577443,0.659,0.049,0,"7","Ccnb1"
"Tacc3",0,0.624860303400194,0.758,0.091,0,"7","Tacc3"
"Incenp",0,0.62477453753995,0.786,0.194,0,"7","Incenp"
"Pmp222",0,0.608274185845333,0.755,0.229,0,"7","Pmp22"
"H2afv",0,0.600253054922196,0.93,0.462,0,"7","H2afv"
"Anp32e",0,0.569868619863381,0.917,0.393,0,"7","Anp32e"
"Spc25",0,0.567338138145872,0.631,0.059,0,"7","Spc25"
"Rangap1",0,0.566853261275658,0.857,0.273,0,"7","Rangap1"
"Cbx5",0,0.557971347271448,0.837,0.215,0,"7","Cbx5"
"Ccdc34",0,0.555016261953442,0.832,0.221,0,"7","Ccdc34"
"Anln",0,0.553851131436446,0.64,0.046,0,"7","Anln"
"Rad21",0,0.552913610184036,0.908,0.379,0,"7","Rad21"
"Asf1b",0,0.552157096003646,0.748,0.073,0,"7","Asf1b"
"Clspn",0,0.540410260604861,0.655,0.059,0,"7","Clspn"
"Gmnn",0,0.53880570346911,0.832,0.258,0,"7","Gmnn"
"Lmnb1",0,0.537209083606471,0.798,0.167,0,"7","Lmnb1"
"Klf41",0,0.531938907924906,0.82,0.292,0,"7","Klf4"
"Nasp",0,0.528831445178408,0.856,0.288,0,"7","Nasp"
"Kif20b",0,0.527183272516133,0.633,0.053,0,"7","Kif20b"
"Bub1b",0,0.522850805146303,0.657,0.073,0,"7","Bub1b"
"Knstrn",0,0.517740749521479,0.652,0.07,0,"7","Knstrn"
"Plk1",0,0.517179696667555,0.568,0.041,0,"7","Plk1"
"Mcm5",0,0.509997251887019,0.697,0.098,0,"7","Mcm5"
"Mcm6",0,0.496913838853366,0.663,0.137,0,"7","Mcm6"
"Kif11",0,0.495825260496413,0.572,0.044,0,"7","Kif11"
"Pcna",0,0.488183082645342,0.765,0.292,0,"7","Pcna"
"Dbf4",0,0.482817117508065,0.726,0.146,0,"7","Dbf4"
"Topbp1",0,0.467745410766583,0.782,0.21,0,"7","Topbp1"
"Dtymk",0,0.463122482408705,0.827,0.286,0,"7","Dtymk"
"Ckap2l",0,0.453775950216319,0.598,0.038,0,"7","Ckap2l"
"Anapc5",0,0.452663282209246,0.917,0.429,0,"7","Anapc5"
"Cbx3",0,0.451380117924816,0.947,0.459,0,"7","Cbx3"
"Dnmt1",0,0.448662901602311,0.859,0.344,0,"7","Dnmt1"
"Ulbp1",0,0.442031053482767,0.723,0.186,0,"7","Ulbp1"
"Kif15",0,0.439761676430362,0.6,0.055,0,"7","Kif15"
"Lsm2",0,0.435372839672437,0.837,0.298,0,"7","Lsm2"
"Ckap5",0,0.434680942949654,0.791,0.281,0,"7","Ckap5"
"H2afx",0,0.432130712866518,0.639,0.198,0,"7","H2afx"
"Dnajc9",0,0.428815568645806,0.73,0.181,0,"7","Dnajc9"
"Cdkn3",0,0.428719137638702,0.578,0.072,0,"7","Cdkn3"
"Mcm7",0,0.428299630105073,0.665,0.106,0,"7","Mcm7"
"Ncapd2",0,0.423053316287655,0.626,0.071,0,"7","Ncapd2"
"Sae1",0,0.420220532033211,0.839,0.323,0,"7","Sae1"
"Rad51ap1",0,0.420162931154047,0.591,0.046,0,"7","Rad51ap1"
"Uhrf1",0,0.419507792284618,0.617,0.058,0,"7","Uhrf1"
"Prdx4",0,0.417509649600789,0.772,0.251,0,"7","Prdx4"
"Dut",0,0.414334042024554,0.647,0.169,0,"7","Dut"
"Spc24",0,0.411925808350905,0.605,0.061,0,"7","Spc24"
"Aspm",0,0.410857830451434,0.515,0.031,0,"7","Aspm"
"Cit",0,0.409823695156616,0.628,0.05,0,"7","Cit"
"Usp1",0,0.407402843406703,0.834,0.304,0,"7","Usp1"
"Ezh2",0,0.404384182897983,0.732,0.192,0,"7","Ezh2"
"Slfn9",0,0.397882734915918,0.543,0.052,0,"7","Slfn9"
"Lig1",0,0.396411954503768,0.6,0.087,0,"7","Lig1"
"Cenpw",0,0.395926797728277,0.697,0.139,0,"7","Cenpw"
"Kif20a",0,0.39281656468399,0.53,0.039,0,"7","Kif20a"
"Cdc20",0,0.392496254912981,0.483,0.045,0,"7","Cdc20"
"Aurka",0,0.387936676854252,0.513,0.048,0,"7","Aurka"
"Hat1",0,0.386255057224488,0.813,0.274,0,"7","Hat1"
"Knl1",0,0.384603354115921,0.565,0.047,0,"7","Knl1"
"Diaph3",0,0.38221646918235,0.583,0.066,0,"7","Diaph3"
"Cdc25b",0,0.378789487294482,0.584,0.109,0,"7","Cdc25b"
"Fen1",0,0.373344072764172,0.701,0.173,0,"7","Fen1"
"Ncapg2",0,0.367768531853899,0.646,0.1,0,"7","Ncapg2"
"Lockd",0,0.366649971972944,0.562,0.053,0,"7","Lockd"
"Mad2l1",0,0.365484317152872,0.62,0.079,0,"7","Mad2l1"
"Idh2",0,0.364957620568888,0.835,0.334,0,"7","Idh2"
"Pimreg",0,0.364813979972257,0.521,0.034,0,"7","Pimreg"
"Ncaph2",0,0.363567505736018,0.86,0.368,0,"7","Ncaph2"
"Cep55",0,0.363500647656689,0.529,0.034,0,"7","Cep55"
"Aurkb",0,0.357754841614984,0.506,0.057,0,"7","Aurkb"
"Tceal91",0,0.351364602467572,0.843,0.326,0,"7","Tceal9"
"Chaf1a",0,0.351041722682384,0.61,0.095,0,"7","Chaf1a"
"Bub1",0,0.347849902547008,0.552,0.039,0,"7","Bub1"
"Tyms",0,0.34719736550409,0.581,0.088,0,"7","Tyms"
"Tns12",0,0.344306831868388,0.628,0.175,0,"7","Tns1"
"Sgo2a",0,0.34313558604448,0.512,0.04,0,"7","Sgo2a"
"Spdl1",0,0.342152871299277,0.582,0.077,0,"7","Spdl1"
"Hist1h2ae",0,0.34209276990748,0.412,0.078,0,"7","Hist1h2ae"
"Rad51",0,0.337817888690439,0.544,0.036,0,"7","Rad51"
"Hjurp1",0,0.33756818202764,0.721,0.222,0,"7","Hjurp"
"Syce2",0,0.335840703311193,0.643,0.125,0,"7","Syce2"
"Cmc2",0,0.333603426431868,0.769,0.26,0,"7","Cmc2"
"Kif22",0,0.333366812557546,0.549,0.053,0,"7","Kif22"
"Fbxo5",0,0.332731712259706,0.481,0.05,0,"7","Fbxo5"
"Rbbp7",0,0.331950051172855,0.818,0.32,0,"7","Rbbp7"
"Cenpq",0,0.331733070180937,0.581,0.062,0,"7","Cenpq"
"Mcm2",0,0.331413238231272,0.567,0.096,0,"7","Mcm2"
"Ndc80",0,0.328636516230063,0.508,0.039,0,"7","Ndc80"
"Plk4",0,0.325238028982183,0.598,0.085,0,"7","Plk4"
"Rpa2",0,0.32271023372004,0.609,0.115,0,"7","Rpa2"
"C330027C09Rik",0,0.319424113414306,0.534,0.044,0,"7","C330027C09Rik"
"Hells",0,0.319039087738195,0.477,0.071,0,"7","Hells"
"Dlgap5",0,0.318192717768503,0.539,0.063,0,"7","Dlgap5"
"Nuf2",0,0.315747961047374,0.509,0.037,0,"7","Nuf2"
"Ckap2",0,0.315344107100512,0.473,0.029,0,"7","Ckap2"
"Brip1os",0,0.310923848797197,0.691,0.187,0,"7","Brip1os"
"Ncapg",0,0.310657274010144,0.523,0.04,0,"7","Ncapg"
"Tk1",0,0.307983080034876,0.484,0.045,0,"7","Tk1"
"Sgo1",0,0.307499195126385,0.498,0.037,0,"7","Sgo1"
"Kif2c",0,0.306275881278363,0.47,0.028,0,"7","Kif2c"
"Tipin",0,0.306155978543361,0.623,0.147,0,"7","Tipin"
"Arhgap11a",0,0.306085397070825,0.654,0.162,0,"7","Arhgap11a"
"Mis18bp1",0,0.305436390816818,0.52,0.068,0,"7","Mis18bp1"
"Phgdh",0,0.304424796974388,0.425,0.08,0,"7","Phgdh"
"Dck",0,0.29937806776892,0.684,0.211,0,"7","Dck"
"Ndc1",0,0.297655874098592,0.597,0.106,0,"7","Ndc1"
"Kpna2",0,0.292974610298969,0.498,0.1,0,"7","Kpna2"
"Reep4",0,0.28538061554706,0.631,0.177,0,"7","Reep4"
"Ccne2",0,0.283990170286748,0.345,0.034,0,"7","Ccne2"
"Rpa1",0,0.283968979445646,0.642,0.189,0,"7","Rpa1"
"Rnaseh2b",0,0.281084779266748,0.691,0.195,0,"7","Rnaseh2b"
"Esco2",0,0.280677382886609,0.402,0.027,0,"7","Esco2"
"Melk",0,0.280513131464102,0.476,0.039,0,"7","Melk"
"Foxm1",0,0.279788056300469,0.455,0.028,0,"7","Foxm1"
"Ccnf",0,0.277683329374458,0.456,0.041,0,"7","Ccnf"
"Mcm4",0,0.275858524299854,0.538,0.123,0,"7","Mcm4"
"Prr11",0,0.275397571491921,0.426,0.025,0,"7","Prr11"
"Cdkn2c",0,0.275011961662716,0.461,0.059,0,"7","Cdkn2c"
"E2f8",0,0.274933188230694,0.506,0.084,0,"7","E2f8"
"Cenph",0,0.272392687898691,0.49,0.04,0,"7","Cenph"
"Gins2",0,0.272260141493106,0.562,0.102,0,"7","Gins2"
"Cenpm",0,0.270477369783867,0.492,0.055,0,"7","Cenpm"
"Haus4",0,0.269561306217712,0.579,0.101,0,"7","Haus4"
"Orc6",0,0.269308978280742,0.546,0.123,0,"7","Orc6"
"Kif4",0,0.269192212340956,0.464,0.033,0,"7","Kif4"
"Ncaph",0,0.268754915259765,0.474,0.039,0,"7","Ncaph"
"Pbk",0,0.265668665814073,0.418,0.028,0,"7","Pbk"
"Gpsm2",0,0.259176984448816,0.491,0.085,0,"7","Gpsm2"
