"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ngp",0,3.24233284099015,0.854,0.151,0,"6","Ngp"
"Stfa3",0,2.79782708879944,0.655,0.136,0,"6","Stfa3"
"Lcn21",0,2.78311228495991,0.989,0.345,0,"6","Lcn2"
"S100a91",0,2.76523235681399,0.998,0.745,0,"6","S100a9"
"Stfa21",0,2.72843020121155,0.708,0.133,0,"6","Stfa2"
"Camp",0,2.70411257507713,0.603,0.064,0,"6","Camp"
"S100a81",0,2.61886581320138,0.999,0.814,0,"6","S100a8"
"Retnlg",0,2.53634494173049,0.32,0.037,0,"6","Retnlg"
"Pglyrp11",0,2.38814774272899,0.984,0.295,0,"6","Pglyrp1"
"Ifitm6",0,2.15851286781325,0.814,0.166,0,"6","Ifitm6"
"Cd177",0,2.10868095343458,0.841,0.096,0,"6","Cd177"
"Ceacam10",0,1.84778604356686,0.773,0.067,0,"6","Ceacam10"
"Asprv11",0,1.58451618516799,0.744,0.112,0,"6","Asprv1"
"Ly6c2",0,1.52421158312228,0.906,0.307,0,"6","Ly6c2"
"Chil11",0,1.42671678689172,0.814,0.094,0,"6","Chil1"
"Ckap41",0,1.3716808672985,0.925,0.519,0,"6","Ckap4"
"S100a61",0,1.3220474714984,0.997,0.967,0,"6","S100a6"
"Lrg11",0,1.29810062926094,0.683,0.113,0,"6","Lrg1"
"F630028O10Rik1",0,1.27211925613045,0.908,0.39,0,"6","F630028O10Rik"
"Ly6g",0,1.25705599414486,0.554,0.029,0,"6","Ly6g"
"Mmp91",0,1.24270911214115,0.728,0.266,0,"6","Mmp9"
"Serpinb1a",0,1.18061468281946,0.534,0.149,0,"6","Serpinb1a"
"R3hdm4",0,1.15523456405744,0.851,0.494,0,"6","R3hdm4"
"Padi4",0,1.14807001756704,0.667,0.1,0,"6","Padi4"
"Cxcr21",0,1.12510500104067,0.746,0.162,0,"6","Cxcr2"
"Hp1",0,1.11332712091195,0.742,0.208,0,"6","Hp"
"Mxd11",0,1.11307414899884,0.888,0.418,0,"6","Mxd1"
"Cnn21",0,1.10033115132268,0.878,0.408,0,"6","Cnn2"
"Pygl1",0,1.07168625704285,0.958,0.721,0,"6","Pygl"
"Mgst11",0,1.05596313202141,0.851,0.534,0,"6","Mgst1"
"Crispld2",0,1.05323150904134,0.582,0.093,0,"6","Crispld2"
"Sorl11",0,1.05318743279754,0.89,0.437,0,"6","Sorl1"
"Lipg",0,1.04037971760543,0.446,0.037,0,"6","Lipg"
"Gda1",0,1.02014089407435,0.909,0.571,0,"6","Gda"
"Slc2a3",0,1.01987529430993,0.509,0.04,0,"6","Slc2a3"
"Clec12a1",0,0.976318438720049,0.7,0.31,0,"6","Clec12a"
"Itgb2l",0,0.970586225490515,0.504,0.031,0,"6","Itgb2l"
"Mapk131",0,0.970023139541921,0.703,0.247,0,"6","Mapk13"
"Cd331",0,0.958422462375287,0.938,0.693,0,"6","Cd33"
"Arhgdib",0,0.958246647603208,0.984,0.885,0,"6","Arhgdib"
"Wfdc212",0,0.929003674189908,0.994,0.756,0,"6","Wfdc21"
"Rflnb",0,0.926798425836858,0.527,0.158,0,"6","Rflnb"
"Grina2",0,0.887933094464402,0.965,0.8,0,"6","Grina"
"Rac21",0,0.87057299442734,0.945,0.759,0,"6","Rac2"
"Sell1",0,0.866265990790505,0.677,0.21,0,"6","Sell"
"Ltb2",0,0.856028234586723,0.677,0.23,0,"6","Ltb"
"Vasp1",0,0.846034314696989,0.937,0.754,0,"6","Vasp"
"Hmgb2",0,0.838418806317255,0.912,0.608,0,"6","Hmgb2"
"Nfe2",0,0.823681142492674,0.601,0.22,0,"6","Nfe2"
"Alox5ap1",0,0.782390818196567,0.992,0.857,0,"6","Alox5ap"
"Coro1a1",0,0.772317829965444,0.979,0.841,0,"6","Coro1a"
"Ripor2",0,0.711678146733223,0.436,0.075,0,"6","Ripor2"
"Pi16",0,0.665749047504719,0.42,0.075,0,"6","Pi16"
"Rnf144a",0,0.624390296302635,0.336,0.025,0,"6","Rnf144a"
"Plac8",0,0.550345196006284,0.379,0.063,0,"6","Plac8"
"Rdh12",0,0.520365806660337,0.292,0.034,0,"6","Rdh12"
"Ankrd22",0,0.498135997278734,0.291,0.019,0,"6","Ankrd22"
"B230208H11Rik",0,0.426975775331621,0.252,0.029,0,"6","B230208H11Rik"
"BC100530",3.22555046571068e-307,2.70553731741105,0.546,0.187,5.54601147074295e-303,"6","BC100530"
"Cebpe",4.61930793449206e-303,0.854153105981446,0.458,0.12,7.94243806256566e-299,"6","Cebpe"
"Chil3",6.85933690881095e-303,1.64990988407706,0.826,0.525,1.17939438810096e-298,"6","Chil3"
"Lbr",3.09029801073559e-302,0.862010726203439,0.656,0.269,5.31345839965878e-298,"6","Lbr"
"Prr131",1.1866039035852e-297,0.873975191029274,0.922,0.758,2.04024675182439e-293,"6","Prr13"
"Limd2",1.49252526055823e-290,0.905351971484374,0.689,0.338,2.56624793300381e-286,"6","Limd2"
"Prdx52",6.5384620879128e-287,0.66367869025815,0.97,0.91,1.12422317139573e-282,"6","Prdx5"
"Myh91",1.55161232979863e-284,0.684287156625774,0.963,0.837,2.66784223985576e-280,"6","Myh9"
"Qsox11",1.12747491835727e-283,0.917607828953389,0.728,0.373,1.9385803746235e-279,"6","Qsox1"
"Ifitm12",7.97067379980579e-279,0.904861627467753,0.963,0.757,1.37047765313861e-274,"6","Ifitm1"
"Trem3",4.57191906311721e-273,0.581805674588454,0.397,0.097,7.86095763712373e-269,"6","Trem3"
"Syne11",5.43580344899592e-271,1.01919109256804,0.661,0.319,9.34632045020358e-267,"6","Syne1"
"Tkt",4.39951739320054e-270,0.822399853137445,0.902,0.761,7.56453020586901e-266,"6","Tkt"
"Cd471",7.64280296998941e-269,0.689219259415765,0.937,0.805,1.31410354265998e-264,"6","Cd47"
"Klf21",6.49441275564898e-267,0.804151926634954,0.734,0.351,1.11664932920628e-262,"6","Klf2"
"Msrb12",2.86156432506743e-261,0.610285268608024,0.966,0.879,4.92017370052094e-257,"6","Msrb1"
"Ccnd3",8.59586480337768e-250,0.785801724741332,0.808,0.566,1.47797299429276e-245,"6","Ccnd3"
"Vsir1",4.56183788988881e-248,0.719778353332058,0.853,0.616,7.84362406787482e-244,"6","Vsir"
"Thbs12",1.66904843240562e-246,0.782205131734788,0.945,0.639,2.86976187467822e-242,"6","Thbs1"
"Tcp11l2",1.81398892986416e-240,0.683097853506006,0.435,0.136,3.11897256600843e-236,"6","Tcp11l2"
"Msra1",3.99409138486225e-239,0.719094456922438,0.607,0.269,6.86744072713215e-235,"6","Msra"
"Dgat2",1.90538459984411e-236,0.512486175720148,0.35,0.084,3.27611828097196e-232,"6","Dgat2"
"Gmfg1",5.56293922451722e-234,0.613133424209256,0.927,0.774,9.56491770263491e-230,"6","Gmfg"
"Nt5e1",8.05143017076986e-225,0.664180247227961,0.531,0.197,1.38436290356217e-220,"6","Nt5e"
"Slc27a4",1.03826924359794e-223,0.690148066713586,0.488,0.185,1.78520013744229e-219,"6","Slc27a4"
"Lsp11",1.02086205994494e-219,0.617249434919016,0.955,0.816,1.75527022586933e-215,"6","Lsp1"
"Csf3r1",5.09382478386021e-218,0.548994238365135,0.754,0.344,8.75832233336924e-214,"6","Csf3r"
"Cd24a2",4.69425683194222e-214,0.655650322546629,0.909,0.652,8.07130519684146e-210,"6","Cd24a"
"Stx11",1.43365518226993e-213,0.594092130375159,0.452,0.147,2.46502672039492e-209,"6","Stx11"
"Siglece",2.99707749439592e-212,0.530591704928594,0.377,0.105,5.15317504386434e-208,"6","Siglece"
"Tmcc11",3.81230128168096e-211,0.74316840974738,0.826,0.609,6.55487082372225e-207,"6","Tmcc1"
"Ifitm21",1.2143312115803e-209,0.70551514852706,0.9,0.759,2.08792108519116e-205,"6","Ifitm2"
"Il18rap1",1.55457195662678e-209,0.642457719511134,0.472,0.169,2.67293102222408e-205,"6","Il18rap"
"S100a112",4.29706830724508e-207,0.589208489701922,0.981,0.935,7.38837924747719e-203,"6","S100a11"
"Dgat1",5.88290280037084e-206,0.791661624570901,0.522,0.232,1.01150630749576e-201,"6","Dgat1"
"Ncf21",6.44957768011963e-206,0.607592773575137,0.902,0.774,1.10894038631977e-201,"6","Ncf2"
"Flna",1.85718375401293e-200,0.636403794765137,0.891,0.734,3.19324174664984e-196,"6","Flna"
"S1pr4",1.01640754222051e-199,0.486898720458727,0.305,0.078,1.74761112809395e-195,"6","S1pr4"
"Ptprc1",1.33243993528417e-199,0.557425429661151,0.942,0.826,2.2909972247276e-195,"6","Ptprc"
"Ltb4r11",3.35955922812829e-199,0.727732915941256,0.711,0.443,5.77642613684378e-195,"6","Ltb4r1"
"Il17ra1",4.28769156941331e-197,0.780334882331672,0.67,0.407,7.37225688444925e-193,"6","Il17ra"
"Aldh2",6.4128613672782e-197,0.760693542083611,0.806,0.675,1.10262738348981e-192,"6","Aldh2"
"Ncf1",7.53733802067087e-194,0.747595463474995,0.824,0.695,1.29596989927415e-189,"6","Ncf1"
"Abtb11",4.89404451888442e-189,0.706065408961275,0.612,0.339,8.41482014576988e-185,"6","Abtb1"
"Pbx1",8.88621222885871e-188,0.63569282319162,0.469,0.181,1.52789533062997e-183,"6","Pbx1"
"Taldo12",1.23135068804858e-186,0.492674186697904,0.976,0.892,2.11718437303073e-182,"6","Taldo1"
"Dhrs71",1.26460466921653e-185,0.774321284365745,0.699,0.468,2.1743612682509e-181,"6","Dhrs7"
"6430548M08Rik",5.00551437539531e-184,0.731398545021569,0.576,0.302,8.6064814170547e-180,"6","6430548M08Rik"
"G0s2",2.49874588799874e-181,0.567217406228246,0.305,0.079,4.29634367982503e-177,"6","G0s2"
"Glrx",5.44500180127566e-179,0.672365813784888,0.74,0.521,9.36213609711338e-175,"6","Glrx"
"Gpsm31",3.7752688305456e-176,0.570702174133931,0.844,0.723,6.49119722724011e-172,"6","Gpsm3"
"Anxa111",9.94936262245207e-176,0.688168630960796,0.727,0.541,1.71069340930441e-171,"6","Anxa11"
"Pgd",1.97372169542716e-174,0.574394580023869,0.863,0.727,3.39361708311746e-170,"6","Pgd"
"Rab27a",4.51505276854965e-173,0.606347673222891,0.473,0.199,7.76318173024426e-169,"6","Rab27a"
"Pira21",2.48719590673023e-171,0.691311834732487,0.756,0.538,4.27648464203196e-167,"6","Pira2"
"Mcemp12",4.33832736406728e-170,0.665019399954306,0.769,0.529,7.45932006977729e-166,"6","Mcemp1"
"Rab441",1.2455815690513e-169,0.570105843905739,0.523,0.23,2.1416529498268e-165,"6","Rab44"
"Mmp82",4.68573449654449e-168,0.702720314419782,0.912,0.77,8.0566518933586e-164,"6","Mmp8"
"Anxa12",1.99208950205188e-165,0.666717374435149,0.903,0.766,3.425198689828e-161,"6","Anxa1"
"Ipcef1",7.72937292834487e-162,0.443098196757603,0.332,0.1,1.32898838129962e-157,"6","Ipcef1"
"Klhdc4",4.57164885420704e-161,0.778072149626979,0.757,0.576,7.86049303992358e-157,"6","Klhdc4"
"Cyp4f181",1.56108581190318e-156,0.656431929899098,0.519,0.241,2.68413094498634e-152,"6","Cyp4f18"
"C32",4.54701590466811e-156,0.537822346298487,0.823,0.573,7.81813914648635e-152,"6","C3"
"Rasgrp2",3.62161415730726e-155,0.477283778463608,0.369,0.131,6.2270033820741e-151,"6","Rasgrp2"
"Adpgk",1.73528048576355e-154,0.774773495506435,0.397,0.161,2.98364126722185e-150,"6","Adpgk"
"Stfa2l11",1.496789817013e-151,1.20657324875882,0.439,0.171,2.57358041137216e-147,"6","Stfa2l1"
"Myl12b1",1.56580097934095e-150,0.448305142515579,0.89,0.822,2.69223820387882e-146,"6","Myl12b"
"Fpr21",6.2805256746742e-150,0.70119380449607,0.571,0.291,1.07987358450348e-145,"6","Fpr2"
"Treml21",3.94955444632033e-146,0.571914940055913,0.526,0.264,6.79086391500317e-142,"6","Treml2"
"Lcp11",1.5850799890514e-144,0.412412237148588,0.992,0.921,2.72538653317497e-140,"6","Lcp1"
"Pnkp",1.9691735566692e-144,0.647857643300167,0.601,0.394,3.38579701333703e-140,"6","Pnkp"
"Nhsl2",4.85534395435879e-144,0.53550195515605,0.353,0.13,8.34827839512451e-140,"6","Nhsl2"
"Actn1",1.32351386168163e-143,0.603462682419329,0.775,0.631,2.2756497337754e-139,"6","Actn1"
"Tbc1d10c",8.80033615596958e-143,0.422871698655593,0.305,0.095,1.51312979865741e-138,"6","Tbc1d10c"
"Pram1",1.38620588896854e-141,0.419889850213204,0.322,0.108,2.38344240549251e-137,"6","Pram1"
"Rcsd11",1.4742829759316e-140,0.596663971631201,0.507,0.26,2.53488214881679e-136,"6","Rcsd1"
"Cdkn2d",4.5143089528726e-139,0.57728910109711,0.492,0.248,7.76190281356916e-135,"6","Cdkn2d"
"Flot11",2.81810905613418e-138,0.579920824390855,0.682,0.48,4.84545671111711e-134,"6","Flot1"
"Ccdc88c",2.03288303561573e-137,0.530405841172225,0.361,0.141,3.49533909143768e-133,"6","Ccdc88c"
"Lyst2",1.37832889904407e-135,0.556455347416386,0.756,0.578,2.36989870901638e-131,"6","Lyst"
"Ceacam1",1.25742802227037e-134,0.573366053771607,0.394,0.172,2.16202174149167e-130,"6","Ceacam1"
"Kdm7a1",4.76696869962616e-134,0.617989360508728,0.751,0.591,8.19632598213723e-130,"6","Kdm7a"
"Rassf5",1.67934944170864e-133,0.683185669773574,0.589,0.393,2.88747343007383e-129,"6","Rassf5"
"Fpr11",1.26201872075441e-132,0.534122714933922,0.429,0.178,2.16991498846514e-128,"6","Fpr1"
"Actg1",2.51716328102961e-130,0.383568846119265,0.998,0.964,4.3280105454023e-126,"6","Actg1"
"Sun2",8.05703465586898e-129,0.633517256650793,0.546,0.333,1.38532653873011e-124,"6","Sun2"
"Tmem71",5.67550454860097e-128,0.52857860002147,0.395,0.173,9.75846252086452e-124,"6","Tmem71"
"Ostf12",6.96473593231154e-128,0.388058284605055,0.93,0.874,1.19751669620165e-123,"6","Ostf1"
"Selplg1",7.41733967223172e-128,0.557538915883788,0.857,0.735,1.27533738324352e-123,"6","Selplg"
"Adam19",1.40590597302582e-126,0.503131880209457,0.271,0.084,2.41731473002059e-122,"6","Adam19"
"Zcchc61",4.59522454081813e-126,0.602128939093095,0.731,0.606,7.90102907548269e-122,"6","Zcchc6"
"Cystm1",4.55503733740171e-123,0.414587901553638,0.292,0.098,7.8319311979285e-119,"6","Cystm1"
"Mtus11",5.39244564978015e-123,0.542936595980211,0.447,0.212,9.27177105023199e-119,"6","Mtus1"
"AB1246111",4.1787126763436e-120,0.566307791605739,0.606,0.398,7.18487857570519e-116,"6","AB124611"
"Samhd11",3.14477605067747e-119,0.490501695415027,0.827,0.712,5.40712794153485e-115,"6","Samhd1"
"Rasgrp41",1.44273116408257e-118,0.538863061295383,0.597,0.37,2.48063196352357e-114,"6","Rasgrp4"
"Glipr21",2.05714143825683e-117,0.518186867885005,0.696,0.509,3.53704898893879e-113,"6","Glipr2"
"Sept1",9.73605380458673e-117,0.332198849100659,0.257,0.08,1.67401709116064e-112,"6","Sept1"
"Slfn21",1.64338274686064e-116,0.384627451062756,0.914,0.846,2.82563229495219e-112,"6","Slfn2"
"Il16",1.3687393005587e-115,0.486380314279484,0.418,0.203,2.35341035338062e-111,"6","Il16"
"Sp140",4.77756171155249e-114,0.687599524245152,0.57,0.402,8.21453960684335e-110,"6","Sp140"
"Plp21",5.36846079704676e-113,0.532284577756739,0.719,0.591,9.2305314944422e-109,"6","Plp2"
"Igsf61",9.1943889613822e-113,0.53628964327653,0.694,0.525,1.58088323802005e-108,"6","Igsf6"
"Il1r21",2.1844945812221e-112,0.434975940761785,0.687,0.414,3.75601998295329e-108,"6","Il1r2"
"Il1f92",3.18382353732356e-110,0.457243491689933,0.426,0.191,5.47426619007413e-106,"6","Il1f9"
"Mirt1",1.02008553310861e-109,0.297113201363962,0.255,0.078,1.75393506562694e-105,"6","Mirt1"
"Upp12",5.3260791665453e-108,0.503610230533477,0.674,0.461,9.15766051895798e-104,"6","Upp1"
"Pag11",1.80287838908566e-107,0.533616882554753,0.537,0.333,3.09986910219388e-103,"6","Pag1"
"Fbxl51",1.53854290238355e-106,0.654485278688282,0.624,0.45,2.64537066635828e-102,"6","Fbxl5"
"Fam129a1",4.00541738978946e-106,0.531760753927174,0.556,0.351,6.88691466000399e-102,"6","Fam129a"
"H3f3a2",4.10557619052505e-106,0.263242375566107,0.993,0.956,7.05912770198877e-102,"6","H3f3a"
"Trpm2",3.99253197794458e-105,0.408979812247589,0.267,0.092,6.86475948287791e-101,"6","Trpm2"
"E2f2",1.06641976640793e-104,0.514582337517395,0.388,0.19,1.83360214636179e-100,"6","E2f2"
"Hipk1",1.23640010906597e-103,0.538428073237498,0.693,0.588,2.12586634752803e-99,"6","Hipk1"
"Dach1",1.08105857300154e-102,0.417353943972301,0.338,0.139,1.85877211041885e-98,"6","Dach1"
"Gm54831",3.03026143820422e-102,1.21424995363726,0.633,0.432,5.21023151684834e-98,"6","Gm5483"
"Arrb2",1.17476673312484e-101,0.587528527831415,0.677,0.58,2.01989392093485e-97,"6","Arrb2"
"Pilrb2",4.28537978647943e-101,0.455677126780022,0.349,0.156,7.36828200487274e-97,"6","Pilrb2"
"Gadd45a",9.55452597572269e-97,0.440734715624258,0.368,0.166,1.64280519626576e-92,"6","Gadd45a"
"Tsc22d41",1.71841873221695e-95,0.441611805051096,0.766,0.688,2.95464916817383e-91,"6","Tsc22d4"
"Cyfip2",9.00884034752795e-95,0.599322974835438,0.515,0.346,1.54898000935396e-90,"6","Cyfip2"
"Emilin22",1.0115513145402e-94,0.41549150251153,0.895,0.788,1.73926133022042e-90,"6","Emilin2"
"Sem1",7.47834403583492e-94,0.279824026039737,0.972,0.916,1.28582647352146e-89,"6","Sem1"
"Ccpg1",7.69059462065387e-94,0.49758050698716,0.411,0.216,1.32232083907523e-89,"6","Ccpg1"
"Baz2b1",2.36905900582394e-93,0.52125455675814,0.673,0.571,4.07336005461367e-89,"6","Baz2b"
"Fgd4",2.58162012325182e-93,0.589814418532893,0.494,0.32,4.43883763991918e-89,"6","Fgd4"
"Timp22",6.15050903082681e-93,0.453316921872071,0.75,0.569,1.05751852276036e-88,"6","Timp2"
"Arhgap15",9.65253624424617e-93,0.537973907426146,0.455,0.28,1.65965708183569e-88,"6","Arhgap15"
"Ypel31",1.76668080780015e-92,0.525780928965903,0.659,0.514,3.03763098093157e-88,"6","Ypel3"
"Alox51",4.26951650774693e-92,0.452297796259362,0.623,0.448,7.34100668342008e-88,"6","Alox5"
"Anxa21",1.36018088098272e-91,0.355769726938974,0.951,0.856,2.3386950067617e-87,"6","Anxa2"
"Hacd41",1.75738344269012e-91,0.574173507124643,0.62,0.462,3.02164509136138e-87,"6","Hacd4"
"Id11",2.34093312264309e-90,0.488584063204816,0.579,0.354,4.02500041107253e-86,"6","Id1"
"Pten1",6.33295035958055e-89,0.498428012773647,0.704,0.616,1.08888748482628e-84,"6","Pten"
"Slc40a1",4.42048249608367e-88,0.340883096788693,0.308,0.126,7.60057760376626e-84,"6","Slc40a1"
"Plbd12",3.30157909679118e-87,0.490009273370251,0.448,0.25,5.67673509902275e-83,"6","Plbd1"
"Dstn1",4.05900440544955e-87,0.512493030854568,0.816,0.745,6.97905217472996e-83,"6","Dstn"
"Slfn11",3.20988057486311e-86,0.413316837751458,0.546,0.314,5.51906866041964e-82,"6","Slfn1"
"Bst12",1.14697260942137e-85,0.419411900938569,0.782,0.616,1.97210470463911e-81,"6","Bst1"
"Syne2",6.46073283257723e-83,0.373014784891878,0.305,0.131,1.11085840323333e-78,"6","Syne2"
"Rab3d",7.22340056837321e-83,0.553751948918766,0.557,0.434,1.24199149372609e-78,"6","Rab3d"
"Samd9l",2.62486248903413e-82,0.540477293527784,0.438,0.266,4.51318856364528e-78,"6","Samd9l"
"Fam107b",5.91978187105417e-82,0.455266173901158,0.433,0.256,1.01784729490905e-77,"6","Fam107b"
"Lrrk2",2.11653587175734e-80,0.465853989356606,0.287,0.13,3.63917177789957e-76,"6","Lrrk2"
"Arhgap451",2.11489847686162e-79,0.440947823526967,0.684,0.59,3.63635644111587e-75,"6","Arhgap45"
"Arap3",1.99655221204567e-78,0.322869213648933,0.256,0.101,3.43287187339132e-74,"6","Arap3"
"Cybb2",6.7914974893061e-78,0.626481275422088,0.775,0.649,1.16773007831129e-73,"6","Cybb"
"Sri",1.3473089898962e-77,0.401847587449262,0.781,0.726,2.31656307722752e-73,"6","Sri"
"Itgam2",2.62942106649562e-73,0.314708098404331,0.942,0.814,4.52102658173257e-69,"6","Itgam"
"Iqgap11",3.69238131922991e-73,0.306044442500386,0.98,0.899,6.3486804402839e-69,"6","Iqgap1"
"Actr3",4.81087929176092e-73,0.330394041515154,0.877,0.805,8.27182585425373e-69,"6","Actr3"
"Ffar2",3.8821807040136e-72,0.445035150425671,0.38,0.207,6.67502150248098e-68,"6","Ffar2"
"Cotl1",6.2693547651925e-72,0.299410771057703,0.936,0.878,1.0779528583272e-67,"6","Cotl1"
"Arg22",2.89087034896683e-71,0.370336367712048,0.443,0.244,4.97056247801356e-67,"6","Arg2"
"Hsd11b1",1.61221097303216e-70,0.427900643946025,0.384,0.216,2.77203554703149e-66,"6","Hsd11b1"
"Mrpl331",9.95867395607792e-70,0.385211273174308,0.764,0.713,1.71229440000804e-65,"6","Mrpl33"
"Nfam11",1.67774382696024e-69,0.348372496263827,0.802,0.709,2.88471273607544e-65,"6","Nfam1"
"Hcar21",1.09244008156518e-68,0.279672260788836,0.454,0.27,1.87834147624317e-64,"6","Hcar2"
"Trem11",3.03079030694947e-68,0.352399800212308,0.312,0.151,5.21114085376892e-64,"6","Trem1"
"Rsrp11",3.52710459402284e-68,0.3606738143287,0.835,0.779,6.06450363896287e-64,"6","Rsrp1"
"Sqor",3.82328487151855e-68,0.481342120962736,0.492,0.36,6.573756008089e-64,"6","Sqor"
"Ankrd33b",1.27138608370889e-67,0.379096972782593,0.315,0.155,2.18602123232906e-63,"6","Ankrd33b"
"Arpc5",1.84617444018764e-67,0.281844211466736,0.954,0.885,3.17431233245863e-63,"6","Arpc5"
"Ier21",2.6855168207928e-67,0.466878005270601,0.567,0.436,4.61747762167114e-63,"6","Ier2"
"Ppp2r5a",9.58370645684535e-67,0.470298306279052,0.671,0.622,1.64782248818999e-62,"6","Ppp2r5a"
"Capn1",1.40251545527598e-66,0.493850326015445,0.576,0.488,2.41148507380153e-62,"6","Capn1"
"Pirb1",2.09029758022685e-66,0.380774437423431,0.772,0.688,3.59405765944204e-62,"6","Pirb"
"Mettl9",3.36408622759578e-66,0.560028261050081,0.545,0.459,5.78420985972818e-62,"6","Mettl9"
"Ptpn61",9.48106252033997e-65,0.377917702850909,0.757,0.696,1.63017388974725e-60,"6","Ptpn6"
"Gm34084",1.37598840393955e-63,0.37868125094228,0.374,0.207,2.36587446173367e-59,"6","Gm34084"
"Gm267401",1.51199351613805e-63,0.406455729516026,0.381,0.223,2.59972165164777e-59,"6","Gm26740"
"Cap11",1.70041228570327e-63,0.355495935128997,0.781,0.748,2.92368888403821e-59,"6","Cap1"
"Tarm11",2.01027975213325e-63,0.356947984324964,0.671,0.522,3.45647500581791e-59,"6","Tarm1"
"Triobp",2.43565066680703e-63,0.478694970732935,0.436,0.3,4.18785775650801e-59,"6","Triobp"
"Atp11b1",6.08700653188164e-63,0.506174389131011,0.533,0.422,1.04659990309173e-58,"6","Atp11b"
"Lilra61",1.50976577476574e-62,0.511689562973657,0.425,0.262,2.59589127313221e-58,"6","Lilra6"
"Hcls1",2.31924238696559e-62,0.390131643603263,0.717,0.66,3.98770536014864e-58,"6","Hcls1"
"Fmnl1",5.03519163970886e-62,0.411766541086183,0.584,0.476,8.65750850531541e-58,"6","Fmnl1"
"Phf20l1",6.99906559114506e-62,0.441982760182528,0.61,0.534,1.20341933774148e-57,"6","Phf20l1"
"Fdps",3.73217427984024e-61,0.666489852579586,0.524,0.42,6.41710045675731e-57,"6","Fdps"
"Cxcr4",4.1520881603286e-60,0.438300672326374,0.419,0.264,7.13910038286899e-56,"6","Cxcr4"
"Sh2d3c",4.22495580200476e-60,0.353057084991513,0.329,0.178,7.26438900596699e-56,"6","Sh2d3c"
"Cpd2",2.89574930697025e-58,0.309631531867075,0.826,0.746,4.97895135840465e-54,"6","Cpd"
"Pxn1",1.13380808394321e-57,0.413698117075358,0.583,0.502,1.94946961953196e-53,"6","Pxn"
"Stk17b1",4.62154372168933e-57,0.392124423212516,0.668,0.591,7.94628227507264e-53,"6","Stk17b"
"Srpk2",8.28636545278559e-57,0.445707658816171,0.519,0.424,1.42475767595195e-52,"6","Srpk2"
"Abcd2",1.37705423471078e-56,0.393459169420863,0.335,0.195,2.36770705116171e-52,"6","Abcd2"
"Rab321",1.62563968048979e-56,0.460966080756861,0.572,0.465,2.79512486663415e-52,"6","Rab32"
"Zyx3",2.83484875620264e-56,0.302589705321886,0.793,0.678,4.87423895141481e-52,"6","Zyx"
"Dmxl21",2.29614973512521e-55,0.383179611691531,0.668,0.579,3.94799985457428e-51,"6","Dmxl2"
"Stk38",2.90310632356574e-55,0.446261212236081,0.591,0.525,4.99160101273894e-51,"6","Stk38"
"Cebpd1",1.54443095263876e-54,0.450156499715983,0.575,0.48,2.65549457996708e-50,"6","Cebpd"
"Map1lc3b1",1.96290443932388e-54,0.281806881618154,0.856,0.832,3.37501789297348e-50,"6","Map1lc3b"
"Tln1",2.64295255162693e-54,0.287672168320686,0.837,0.779,4.54429261726734e-50,"6","Tln1"
"Srgn1",4.99535256372012e-54,0.329819330818562,0.845,0.787,8.58900919806038e-50,"6","Srgn"
"Adipor12",6.21851997428329e-54,0.304674071255037,0.758,0.718,1.06921232437827e-49,"6","Adipor1"
"Itgal",6.52519115168324e-54,0.453051622452093,0.483,0.373,1.12194136662042e-49,"6","Itgal"
"Ube2b1",7.93088248663989e-52,0.318083114141371,0.735,0.709,1.36363593475286e-47,"6","Ube2b"
"Akap13",8.89734342788158e-52,0.294204540149864,0.743,0.694,1.52980922898996e-47,"6","Akap13"
"C5ar2",3.62770574847165e-51,0.315735251043934,0.281,0.143,6.23747726392215e-47,"6","C5ar2"
"Spi1",1.83734206995378e-50,0.264005447862852,0.875,0.828,3.15912595507853e-46,"6","Spi1"
"Nov2",2.86263540951691e-50,0.353326441166491,0.65,0.494,4.92201532312337e-46,"6","Nov"
"Mxi1",4.14492014893562e-49,0.400652437079052,0.543,0.455,7.1267757040799e-45,"6","Mxi1"
"Sp100",2.22622357472321e-47,0.469818503713078,0.513,0.447,3.82776881437908e-43,"6","Sp100"
"Ptpn1",1.70096074333349e-46,0.360641960535517,0.784,0.742,2.92463190208761e-42,"6","Ptpn1"
"1600014C10Rik1",1.79638779612307e-46,0.404892966382212,0.428,0.313,3.088709176654e-42,"6","1600014C10Rik"
"Tpd521",3.7080841176359e-46,0.32140526001901,0.778,0.753,6.37567983186316e-42,"6","Tpd52"
"Arhgef1",1.71823961698439e-45,0.381689017279455,0.59,0.555,2.95434119744296e-41,"6","Arhgef1"
"2010005H15Rik2",2.3573909324059e-44,0.718892103329677,0.51,0.372,4.0532979691787e-40,"6","2010005H15Rik"
"Ethe1",6.5242040002224e-44,0.404670413119119,0.419,0.315,1.12177163579824e-39,"6","Ethe1"
"Osm",1.28458911765213e-43,0.42743776241149,0.316,0.19,2.20872252889106e-39,"6","Osm"
"Cd300lf1",1.79336431402629e-43,0.339739342532605,0.724,0.674,3.0835106015368e-39,"6","Cd300lf"
"Nin",1.95970787703367e-43,0.443983445874876,0.501,0.43,3.36952172377169e-39,"6","Nin"
"Dok32",4.57202508486655e-43,0.378987368974076,0.443,0.34,7.86113993091955e-39,"6","Dok3"
